timestamp,label,method,suite,variant,repeat,test_id,status,duration_ms,run_wall_ms,run_ai_calls,run_prompt_tokens,run_completion_tokens,run_ai_ms,run_cost_usd
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,A5,passed,899,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,B1,passed,448,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,B2,passed,624,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,B3,passed,717,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,B4,passed,593,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,C1,passed,901,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,C2,passed,779,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,C3,passed,787,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,C4,passed,381,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,D1,passed,366,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,D2,passed,446,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,D3,passed,321,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,D4,passed,302,2637,,,,,
2026-07-08T14:30:55.032Z,gd4-main,locator,main,v1,4,D5,passed,317,2637,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,A1,passed,773,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,A2,passed,1299,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,A3,passed,1370,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,A4,passed,1373,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,A5,passed,1370,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,B1,passed,1044,2914,,,,,
2026-07-08T14:30:57.949Z,gd4-main,locator,main,v1,5,B2,passed,455,2914,,,,,
